,word,score
0,vision,0.18229167733435486
1,language,0.158761314313143
2,computer vision,0.13955586614765159
3,natural language,0.1313078994578748
4,processing,0.11535195497075178
5,language processing,0.1136680147478016
6,natural,0.11332477530990076
7,natural language processing,0.09296860761666353
8,computer,0.09000361165334494
9,systems,0.08603030773316286
