,word,score
0,vision,0.33660029238347344
1,computer vision,0.25670672399869143
2,computer,0.1853816061018145
3,image,0.17474843492792225
4,images,0.11320043298682092
5,data science,0.08607673888963421
6,vision systems,0.07588617926328484
7,3d,0.07132569403637036
8,data,0.0684197249785091
9,science,0.06436782369338788
