,word,score
0,team,0.29828448650892647
1,company,0.22850227308535792
2,culture,0.14271211460107958
3,performance,0.13551241499243294
4,values,0.12163458818978319
5,consumertrack,0.10809347905287284
6,environment,0.10570961879909252
7,within,0.10570961879909252
8,agreements,0.09730767055182654
9,core,0.09730767055182654
10,personal,0.08985730520153327
11,best,0.08347200774920545
12,alignment,0.07298075291386989
13,core values,0.07298075291386989
14,grew,0.07298075291386989
