,word,score
0,data,0.4462222529503691
1,data science,0.4019276798697163
2,science,0.30840600798064643
3,big data,0.08294212488022208
4,big,0.07477700201191523
5,statistics,0.07454627556468453
6,term,0.0743145534042256
7,data scientists,0.06451054157350603
8,conference,0.05529474992014803
9,international,0.05529474992014803
