,word,score
0,data,0.29320836099864966
1,learning,0.28067053691931726
2,ai,0.2030969244575858
3,machine,0.18144354606968077
4,vision,0.13535364740505632
5,computer,0.12379670227441814
6,language,0.12110191193272905
7,algorithms,0.1189741861657863
8,systems,0.1183843723420127
9,machine learning,0.11468679660215718
